Employee _ID,Name,Department,Job _Role,Performance _Score,KPI _Score,Attendance ,Peer _Rating,Task_ Completion ,Work _Hours _Logged,Manager _Feedback,Training _Hours,Promotion _Eligibility
807043,Vivaan Sane,Marketing,Content Strategist,76,76.99,98.99,4.1,85.55,44,4,4,No
739863,Baiju Luthra,Marketing,Marketing Executive,73,64.06,82.71,4.6,85.82,37,4.3,8,No
625906,Anay Madan,IT,Cybersecurity Specialist,58,71.66,75.07,4.3,83.99,49,3.8,1,No
340579,Ahana  Chander,HR,Recruitment Specialist,96,66.94,97.43,3.3,78.37,37,4.6,19,Yes
423044,Hazel Iyer,Marketing,Content Strategist,82,94.57,93.26,3.2,80,47,4.4,11,No
975516,Jayan Tank,Marketing,SEO Specialist,52,94.49,85.87,3,77.39,53,4.2,23,No
716498,Samaira Karnik,HR,HR Manager,90,94.78,80.47,3.8,74.62,47,3.1,4,No
870543,Anika Apte,HR,Recruitment Specialist,65,81.24,92.76,4.6,71.76,37,4.2,0,No
580145,Anahita Chakraborty,Sales,Business Development,56,80.47,81.76,4.3,87.03,43,4,13,No
746049,Kashvi Ganguly,Marketing,SEO Specialist,55,69.5,80.5,4.7,71.15,50,4.4,24,No
538887,Dharmajan Sarma,HR,Recruitment Specialist,56,74.92,91.4,4.9,99.63,54,4,28,No
412757,Farhan Arora,HR,Employee Relations,61,74.89,76.23,3.3,71.65,43,3.3,28,No
559289,Renee Basu,HR,HR Manager,80,91.96,90.4,5,72.73,51,3.8,1,No
857674,Rhea Sarma,HR,Employee Relations,97,83.26,86.44,3.7,85.51,42,4.8,0,Yes
918144,Oorja Jain,HR,HR Manager,99,71.98,89.56,3.3,87.55,55,5,27,Yes
898197,Nitara Basu,Finance,Financial Analyst,97,66.8,94.77,4.4,71.23,38,4.1,7,Yes
221770,Dhanuk Mander,HR,HR Manager,81,83.51,85.33,4,75.53,40,3.5,3,No
127736,Ritvik Vohra,IT,Software Engineer,59,84.15,92.14,4.6,83.1,41,3.2,13,No
298513,Myra Subramaniam,IT,Data Analyst,58,86.34,92.69,3.4,75.4,54,4,11,No
835477,Nehmat Mane,Finance,Financial Analyst,57,91.47,95.27,4.3,80.35,55,4.4,16,No
474033,Dhanuk Mahal,Finance,Auditor,63,74.51,92.72,4.2,71.53,39,4.7,27,No
365161,Bhavin Mangat,Marketing,Marketing Executive,90,80.89,76.67,3.9,80.05,45,4.9,28,Yes
915366,Aaina Dalal,HR,Employee Relations,58,73.92,91.6,3.8,76.32,48,4.4,9,No
598048,Yakshit Goswami,Sales,Business Development,99,80.76,94.88,3.2,80.5,46,4.1,22,Yes
246294,Rhea Sarma,Marketing,Marketing Executive,72,68.68,77.28,4.2,80.95,48,3.6,23,No
320412,Hrishita Kamdar,HR,Employee Relations,92,88.48,77.87,4.1,75.48,48,4.5,16,Yes
804321,Dharmajan Basak,Sales,Business Development,61,87.06,77.11,4,74.86,39,3.2,15,No
644599,Reyansh Mangal,Sales,Sales Executive,51,85.34,91.65,3.8,72.27,46,3,24,No
142719,Oorja Sabharwal,Finance,Financial Analyst,79,61.62,91.04,5,76.94,46,3.4,19,No
152231,Aaina Suri,Sales,Business Development,61,61.28,98.94,3,81.52,49,4.7,6,No
604081,Alisha Mall,IT,Software Engineer,89,60.89,80.62,4.8,71.95,50,5,10,Yes
880576,Reyansh Dutta,Finance,Accountant,74,75,75.11,3.9,72.34,46,3.4,2,No
536553,Ritvik Virk,Marketing,Marketing Executive,70,86.54,81.59,4.6,91.87,46,4.6,1,No
254337,Pranay Shukla,Marketing,Marketing Executive,55,60.56,92.47,3.6,81.18,46,4.8,29,No
494655,Vidur Kurian,Marketing,SEO Specialist,64,71.58,85.02,4.7,84.84,37,5,17,No
285619,Azad Wason,IT,Cybersecurity Specialist,78,78.06,96.27,4.1,97.91,51,4.6,7,No
909565,Zara Chatterjee,Sales,Account Manager,56,90.41,91.51,3.9,87.93,45,4.9,16,No
880631,Riaan Subramaniam,HR,Employee Relations,91,67.76,80.87,3.4,86.74,45,3.8,8,No
910959,Yuvraj  Bhat,Marketing,Marketing Executive,73,78.26,96.89,3.2,86.9,37,4.6,24,No
760305,Ela Gole,Marketing,Content Strategist,57,84.34,80.36,3.4,86.23,42,3.3,1,No
576286,Kismat Doctor,HR,Recruitment Specialist,83,93.32,81.13,4.1,70.19,51,3.9,11,No
210947,Ehsaan Dada,Sales,Business Development,75,68.13,87.9,3.8,89.01,49,4.1,1,No
534568,Lakshay Mangat,HR,Recruitment Specialist,68,92.04,88.28,4.5,80.96,46,4.4,7,No
132325,Romil Jaggi,Finance,Accountant,92,65.2,75.5,5,80.45,40,3.9,11,No
380101,Bhavin Shankar,Marketing,Content Strategist,63,78.95,91.14,3.7,73.44,37,4.8,27,No
276251,Samiha Sule,Finance,Accountant,71,74.74,80.35,3.5,88.23,50,3.6,15,No
255648,Oorja Khalsa,IT,Cybersecurity Specialist,73,73.18,89.9,4.1,72.95,44,4.8,29,No
426202,Mahika Sane,Finance,Financial Analyst,51,74.04,99.8,4.2,97.62,51,3.3,4,No
425169,Nitya Dugal,Finance,Auditor,55,93.54,88.23,3.5,99.42,46,4,29,No
957633,Lakshay Edwin,Marketing,Marketing Executive,78,69.65,87.05,5,91.61,55,4.4,0,No
283446,Umang Ramaswamy,Marketing,SEO Specialist,91,74.67,85.89,3.9,85.09,44,3.1,12,No
305557,Shayak Deshpande,IT,Software Engineer,65,85,88.92,4.8,87.21,49,4.9,22,No
988823,Aniruddh Din,Marketing,SEO Specialist,84,67.1,88.16,4.1,99.78,53,3.9,10,No
126764,Ranbir Sawhney,Finance,Auditor,50,65.51,87.82,4.1,91.92,47,3.9,30,No
871187,Vedika Ranganathan,IT,Cybersecurity Specialist,82,89.43,79.28,3.5,97.09,48,4.7,24,No
786981,Akarsh Venkatesh,HR,Recruitment Specialist,86,82.41,84.18,3.6,79.3,54,4.7,25,Yes
343070,Jayant Devi,Sales,Account Manager,56,70.83,94.1,4,77.28,38,3.9,10,No
713097,Jiya Master,Sales,Account Manager,54,76.25,85.49,4.5,73.8,41,4.7,11,No
552230,Hunar Boase,Sales,Sales Executive,57,81.58,88.7,4.5,79.96,39,3.1,4,No
689917,Nishith Ganguly,Marketing,Content Strategist,63,85.6,95.02,3.6,70.35,51,4.6,23,No
608866,Madhup Andra,IT,Data Analyst,83,73.57,77.48,3.2,98.17,40,3.4,1,No
408868,Akarsh Chokshi,Finance,Auditor,71,60.77,89.64,4.6,81.76,50,4.6,2,No
815458,Aarav Shere,HR,Recruitment Specialist,99,92.57,94.51,3.1,92.58,43,3.3,19,No
597089,Veer Dugal,Sales,Account Manager,70,70.55,79.79,3,80.32,38,3.9,6,No
750794,Ela Upadhyay,Finance,Accountant,97,65.8,81.14,3.2,89.53,37,3.7,7,No
766737,Tushar Srivastava,Finance,Accountant,76,93.87,96.31,4,85.25,52,4.1,17,No
552784,Faiyaz Bhargava,IT,Software Engineer,65,91.71,89.43,3.3,94.97,55,3.6,29,No
730147,Neysa Sahota,Finance,Auditor,66,83.85,98.12,3.7,87.71,52,4.6,20,No
785949,Anahita Sidhu,HR,Recruitment Specialist,76,92.25,85.09,3.9,74.68,37,4.1,24,No
454328,Myra Hayre,HR,HR Manager,80,63.11,79.65,3.7,93.51,45,4,14,No
223501,Dhanuk Basu,Sales,Account Manager,98,89.42,78.41,3.9,85.92,43,3.9,20,No
381357,Arhaan Jha,Finance,Financial Analyst,91,76.32,81.6,3.7,75.44,48,4.8,9,Yes
998502,Badal Swamy,HR,HR Manager,56,79.24,94.97,3.3,76.96,50,3.9,14,No
306118,Divit Kamdar,Marketing,SEO Specialist,54,70.07,76.46,4,86.87,55,4.4,2,No
174408,Diya Dubey,Finance,Financial Analyst,78,78.14,89.61,3.8,92.15,38,5,12,No
304460,Arhaan Brahmbhatt,Sales,Sales Executive,96,94.91,90.15,4.6,87.44,49,3.8,5,No
483445,Suhana Bains,Finance,Financial Analyst,61,60.75,94.63,4.1,88.87,53,4.2,0,No
128657,Samiha Jain,HR,Employee Relations,94,74.95,76.84,4.9,92.49,53,4.3,5,Yes
373472,Veer Kala,Marketing,Content Strategist,57,63.4,94.47,4.7,81.71,38,4.9,8,No
908419,Madhup Mahal,Finance,Auditor,86,79.6,80.9,3.8,99.3,37,3.8,29,No
563319,Ela Chana,Marketing,SEO Specialist,64,88.81,88.89,4.4,83.84,40,4,4,No
912426,Nitara Jhaveri,Marketing,Marketing Executive,77,90.91,98.66,3.3,97.73,36,4.3,11,No
355899,Zara Sarin,HR,Employee Relations,97,64.46,85.52,4.3,71.54,42,3.2,7,No
609935,Ivan Garde,HR,Employee Relations,64,86.07,91.49,3.2,93.44,48,4.3,4,No
476904,Zain Bora,IT,Data Analyst,69,60.46,81.82,4.1,86.21,39,4.2,6,No
485690,Madhup Trivedi,HR,Employee Relations,63,77.05,83.2,3.1,84.35,40,3.5,29,No
764583,Anay Rattan,Sales,Account Manager,67,64.12,86.05,4.1,97.89,35,3.4,28,No
695958,Khushi Thaman,Finance,Financial Analyst,82,76.02,84.14,4,72.52,51,3.3,20,No
604624,Myra Vala,Sales,Account Manager,64,89.89,99.14,4.2,96.67,53,3.3,5,No
694488,Mahika Acharya,IT,Software Engineer,61,74.64,92.57,4.7,91.25,47,3.4,16,No
477031,Aaryahi Vala,Finance,Accountant,77,71.56,96.89,4.2,83.15,47,4.6,1,No
184613,Shlok Dugar,Marketing,Marketing Executive,98,88.93,80.74,4.4,95.3,42,3.5,1,No
170795,Heer Khurana,HR,HR Manager,65,66.61,91.25,4.1,80.21,51,3.5,2,No
745468,Adah Iyengar,Sales,Sales Executive,59,64.86,90.94,4.5,86.66,48,3.1,22,No
709514,Anaya Kashyap,Sales,Account Manager,65,93.32,95.84,3.6,71.59,42,4.9,18,No
342115,Vritika Bakshi,IT,Software Engineer,63,87.43,76.25,4.2,76.62,42,3.4,3,No
309326,Madhup Samra,HR,Recruitment Specialist,84,63.64,99.8,4.7,77.24,46,3.8,27,No
668705,Romil Iyengar,HR,Recruitment Specialist,81,75.64,89.08,3.3,89.32,53,3.6,4,No
379524,Mehul Rout,Finance,Auditor,59,85.78,78.67,3,84.54,36,4.5,2,No
197410,Myra Badami,IT,Software Engineer,62,91.4,97.91,4,77.08,47,4.9,30,No
557958,Shanaya Kaur,IT,Cybersecurity Specialist,65,74.54,90.12,3.6,76.2,41,4.4,23,No
826319,Indrajit Deol,IT,Cybersecurity Specialist,57,60.62,91.67,4.6,81.76,55,4.8,10,No
412248,Vihaan Tiwari,Finance,Auditor,59,84.19,86.44,3.4,78.89,47,4.3,23,No
780301,Anvi Sant,Marketing,Content Strategist,97,87.15,86.45,3.4,77.45,50,4.5,3,Yes
391183,Gokul Ramaswamy,Sales,Sales Executive,65,68.72,81.09,3.7,82.76,40,4.3,27,No
368928,Pari Mangal,Finance,Auditor,68,70.76,96.04,4,91.74,40,3.3,14,No
152322,Badal Shanker,Finance,Auditor,64,67.35,84.74,4.4,84.03,47,3.3,17,No
758736,Ishaan Anne,Marketing,Content Strategist,83,62.7,79.01,3.2,73.32,52,3.6,19,No
162810,Veer Biswas,Finance,Auditor,71,81.42,94.1,3.5,76.04,39,3.8,21,No
569167,Madhav Anand,HR,HR Manager,85,65.17,82.35,3.6,94.88,52,4.7,22,No
355253,Siya Krish,Sales,Sales Executive,60,91.26,87.84,3.7,87.51,43,3.4,22,No
891662,Saira Balay,Sales,Account Manager,62,77.35,98.36,3.9,85.81,55,4.3,12,No
774064,Riaan Lad,HR,HR Manager,81,80.23,89.23,4.2,97.15,45,3.3,0,No
728646,Armaan Saini,HR,HR Manager,82,60.81,99.13,4.4,76.43,50,3.6,16,No
505259,Navya Shankar,Marketing,SEO Specialist,61,69.62,76.35,3.4,96.77,35,4,24,No
462042,Rasha Kapoor,Finance,Accountant,75,79.72,96.59,3.2,73.98,45,3.2,30,No
939775,Emir Cherian,Sales,Account Manager,63,85.73,78.63,4.1,84.06,50,3.3,13,No
704703,Samiha Solanki,Marketing,Marketing Executive,54,83.37,98.3,4.8,89.21,53,4.4,29,No
626564,Elakshi Borah,HR,HR Manager,94,83.54,82.81,3.3,71.43,52,4.2,25,Yes
609775,Dhanush Mahal,Marketing,Marketing Executive,50,62.25,94,4.2,94.71,43,4.8,10,No
215780,Jivin Majumdar,Finance,Auditor,54,85.36,85.29,3.4,72.18,45,3.4,15,No
295853,Mohanlal Raju,Finance,Auditor,84,90.42,78.14,4.3,89.12,48,3.5,6,No
996507,Divyansh Dara,Finance,Financial Analyst,73,84.41,76.93,4.4,97.1,47,3.2,25,No
787897,Myra Contractor,IT,Data Analyst,98,73.95,88.27,4.3,79.91,44,4.7,25,Yes
956601,Divit Borra,Marketing,Marketing Executive,83,79.81,96.27,3.4,83.52,51,4.4,0,No
867506,Mishti Ahluwalia,HR,Employee Relations,77,61.47,83.08,4.9,94.01,47,4,25,No
781855,Hridaan Swamy,Marketing,Marketing Executive,86,84.41,89.07,3.3,94.66,42,4.1,7,Yes
468292,Piya Basak,IT,Cybersecurity Specialist,78,60.03,91.52,4.7,70.44,45,4.9,12,No
429690,Arnav Mander,IT,Cybersecurity Specialist,82,60.04,92.77,3.7,70.11,38,3.1,19,No
836370,Mannat Rau,HR,Employee Relations,56,73.39,89.32,3.3,72.25,47,4.7,20,No
677859,Jayesh Chaudhary,Finance,Financial Analyst,57,94.92,92.04,3.9,70.88,50,4.9,27,No
654359,Yashvi Halder,HR,Recruitment Specialist,81,70.12,88.37,4.7,82.35,53,3.1,25,No
594994,Divit Lalla,Finance,Auditor,72,71.32,79.13,4,85.26,47,3.1,9,No
976678,Vihaan Edwin,Sales,Business Development,79,92.37,78.42,4.5,76.7,48,4,1,No
407888,Alia Sahota,Sales,Account Manager,67,92.37,88.76,3.9,83.31,40,4.1,27,No
424053,Adah Sahni,HR,Employee Relations,97,82.8,92.76,4.6,74.1,53,3.2,10,No
449851,Ela Jhaveri,Finance,Accountant,81,79.44,92.31,3.5,73.02,38,3.9,17,No
198245,Arnav Dube,IT,Cybersecurity Specialist,98,92.86,97.4,3.2,99.81,52,4.2,11,Yes
821313,Piya Rajagopalan,Sales,Account Manager,60,73.59,75.88,3.8,84.18,52,3.1,29,No
292023,Zoya Kakar,IT,Data Analyst,100,92.95,100,5,85.49,42,3.4,24,No
532857,Purab Ghosh,Sales,Sales Executive,74,91.63,87.17,4.8,77.06,41,5,19,No
726946,Aarna Varughese,IT,Software Engineer,51,94.03,83.66,4.4,91.3,53,3.8,26,No
863894,Jayan Sheth,Finance,Financial Analyst,51,89.74,77.21,4.5,85.24,36,4.5,22,No
491437,Azad Dhar,HR,Employee Relations,61,79.87,93.27,3.1,85.16,41,3.9,4,No
961385,Prerak Tandon,Marketing,Marketing Executive,71,79.77,76.24,4.1,81.66,42,3.9,9,No
204833,Onkar Kashyap,Sales,Account Manager,89,84.79,97.43,4.7,94.53,53,4.5,30,Yes
118155,Aarav Trivedi,Finance,Accountant,56,74.37,86.09,4.5,71.19,42,4,23,No
727315,Sahil Andra,Marketing,Marketing Executive,92,68.88,98.38,4.1,75.09,35,4.9,21,Yes
291860,Faiyaz Talwar,Finance,Accountant,82,92.72,76.57,3.8,89.72,35,3.2,6,No
620525,Aniruddh Sodhi,Sales,Sales Executive,56,79.61,88.52,5,80.67,48,3.7,27,No
623591,Gatik Baral,Sales,Business Development,59,73.54,93.75,4.4,90.82,52,4,4,No
364903,Ira Choudhary,HR,Employee Relations,99,84.81,89.71,4.4,96.82,47,4.7,7,Yes
897973,Arnav Krishna,Sales,Account Manager,81,85.31,86.32,3.3,93.21,47,3.3,22,No
829635,Yuvraj  Sampath,IT,Cybersecurity Specialist,55,72,75.26,4,73.36,44,4.2,20,No
518905,Heer Dewan,IT,Data Analyst,92,94.48,84.25,3.1,80.06,38,3.3,26,No
432623,Raunak Badal,IT,Cybersecurity Specialist,89,77.08,77.2,4.3,71.52,39,4.3,18,Yes
827816,Hazel Saini,IT,Data Analyst,87,78.72,92.17,4.1,73.92,45,4.5,8,Yes
823527,Khushi Ram,Sales,Sales Executive,53,94.3,77.63,4.5,90.05,41,4.2,3,No
605736,Lavanya Korpal,IT,Data Analyst,91,88.02,96.72,5,76.74,39,4.6,10,Yes
515717,Yuvaan Buch,Sales,Business Development,97,72.54,89.8,3.6,94.16,36,3.8,26,No
920993,Zaina Manne,Sales,Sales Executive,61,65.92,86.44,4.1,99.97,35,3.1,27,No
675147,Diya Dhillon,Sales,Business Development,100,81.86,94.44,4.1,88.02,53,3.3,26,No
698709,Raghav Tandon,Finance,Accountant,65,77.49,77.71,3.7,98.13,54,4.4,16,No
264232,Oorja Varma,Marketing,Content Strategist,61,86.86,97.26,3.4,82.64,45,4.7,5,No
481783,Vedika Dewan,Marketing,Content Strategist,79,88.79,85.86,4.5,87.57,41,3.6,21,No
998209,Eva Chowdhury,Sales,Account Manager,97,87.04,76.18,4.8,83.06,39,4.7,16,Yes
321762,Dishani Buch,IT,Cybersecurity Specialist,85,89.08,85.01,3.7,77.74,49,3.5,14,No
192763,Rasha Suri,Finance,Financial Analyst,57,81.58,78.07,3.8,72.89,48,3.7,26,No
168703,Kabir Varghese,IT,Cybersecurity Specialist,72,93.39,79.8,3.7,76.11,41,3,6,No
414096,Advik Hans,Finance,Accountant,89,78.03,94.57,3.1,78.56,52,3.3,14,No
315200,Dhanuk Bal,Sales,Business Development,97,87.25,97.41,4.9,86.95,38,4.5,13,Yes
725495,Riya Bajwa,Sales,Business Development,56,92.58,83.63,4.6,91.13,46,3.4,17,No
285907,Jivin Kashyap,HR,Employee Relations,99,87.81,86.88,4.3,79.34,49,4.6,14,Yes
836144,Misha Krishna,Sales,Account Manager,74,70.64,85.65,4.7,77,46,4.3,23,No
643444,Navya Tailor,HR,Recruitment Specialist,75,93,84.74,3.7,77.25,44,4.8,18,No
149271,Azad Dhingra,Finance,Auditor,72,69.01,93.56,3.1,82.55,35,3.6,11,No
268051,Kiaan Agate,IT,Cybersecurity Specialist,80,62.48,75.58,4.8,87.32,52,4.6,11,No
323889,Adira Kumar,Finance,Accountant,91,75.93,82.94,3.9,79.79,39,4.5,24,Yes
396950,Kismat Bhandari,Marketing,SEO Specialist,68,82.01,79.38,4.1,90.33,53,4.5,8,No
963676,Raghav Vala,IT,Data Analyst,98,89,79.08,3.2,85.19,48,3.1,10,No
628051,Jivin Bhakta,IT,Cybersecurity Specialist,90,77.06,92,3.8,73.44,50,3.2,8,No
974685,Dishani Dyal,Finance,Financial Analyst,50,76.5,91.04,3.9,76.45,50,3.1,17,No
380906,Jayant Kale,HR,HR Manager,73,92.35,99.14,4.2,99.1,49,4.1,17,No
354777,Yashvi Yohannan,Marketing,Marketing Executive,59,93.19,78.21,3.9,91.96,44,3.3,14,No
760925,Tara Deo,HR,Employee Relations,59,71.94,80.85,4.9,84.83,52,4.7,8,No
123983,Saanvi Sha,HR,Employee Relations,58,81.58,91.75,3.6,88.78,48,4.9,4,No
920467,Shlok Keer,Sales,Sales Executive,60,91.26,90.62,3.3,74.21,55,4.2,24,No
186309,Hiran Kata,Sales,Sales Executive,79,68.15,95.55,3.3,74.5,38,3.1,24,No
616423,Madhav Dewan,Marketing,SEO Specialist,86,82.57,80.74,3.5,70.39,49,3.9,29,No
902228,Aarna Sharaf,Sales,Business Development,58,89.35,89.66,4.1,88.93,46,3.8,28,No
473464,Shanaya Rao,Sales,Sales Executive,80,77.38,85.83,3.7,81.38,35,3.7,19,No
300481,Dhanush Garde,Marketing,Marketing Executive,96,93.77,96.37,3.2,94.01,40,3.9,9,No
402921,Tejas Sarna,Sales,Sales Executive,71,81.93,87.68,4.5,90.82,50,3.6,26,No
543100,Misha Jha,IT,Cybersecurity Specialist,68,67.18,88.42,3.9,91.87,38,4.4,23,No
573152,Shamik Dixit,Finance,Auditor,56,82.32,75.75,3,89.44,50,4.9,29,No
109407,Kartik Vala,Finance,Financial Analyst,94,82.1,88.56,4.8,95.93,44,3.2,25,No
172146,Aaryahi Mahal,Finance,Accountant,69,83.33,89.68,4.4,91.19,43,4.1,2,No
419950,Yashvi Varughese,IT,Cybersecurity Specialist,92,93.37,79.95,4.2,82.35,53,3.8,16,No
343205,Dishani Andra,HR,Employee Relations,95,69.41,82.95,4.6,99.18,43,4.3,26,Yes
224821,Emir Kumer,Marketing,SEO Specialist,52,82.59,91.5,4.8,91.25,36,4.8,15,No
186740,Nishith Dhillon,Sales,Account Manager,50,64.1,78.61,3.5,82.71,45,4.8,23,No
813867,Aayush Raman,IT,Cybersecurity Specialist,91,76.66,78.32,4,71.88,53,4.6,23,Yes
281004,Saira Krishna,IT,Software Engineer,90,77.58,96.28,3.3,96.07,44,3.6,26,No
677386,Nirvaan Chaudhry,Marketing,Marketing Executive,57,71.16,78.93,4.7,94.05,35,4.2,6,No
645538,Manikya Raj,Sales,Business Development,62,66.32,98.08,3.7,78.54,50,3.7,7,No
185852,Dharmajan Contractor,Finance,Financial Analyst,71,71.79,77.31,4.4,93.12,46,4.6,22,No
938488,Advika Sachdeva,HR,Employee Relations,80,81.82,80.58,3.4,97.43,36,4,25,No
698504,Heer Khosla,Marketing,Marketing Executive,78,79.43,93.68,4,92.07,47,4.4,27,No
454605,Anya Bassi,HR,Employee Relations,99,83.77,90.8,3.1,93.11,44,3.2,6,No
527711,Amira Kala,HR,HR Manager,52,70.08,92.49,4.8,77.79,50,3.9,3,No
295187,Diya Sha,IT,Data Analyst,82,69.5,86.8,3.9,85.13,35,3.5,8,No
532306,Uthkarsh Iyer,Marketing,SEO Specialist,89,92.24,96.18,4.4,95.23,35,3.4,10,No
266915,Ishaan Sastry,Finance,Auditor,87,90.62,81.64,4,95.05,51,4.8,15,Yes
802816,Riya Sekhon,Finance,Auditor,89,89.11,79.58,3.6,82.79,42,4.2,1,Yes
519176,Anaya Dutt,Marketing,Marketing Executive,90,67.93,94.4,4.7,80.49,42,3.7,2,No
313460,Gatik Kumer,Marketing,Content Strategist,77,78.9,87.35,3.2,99,40,3.7,3,No
736217,Alia Uppal,HR,Employee Relations,88,85.85,76.69,3.1,87.92,48,3.3,10,No
166316,Yuvraj  Borra,Sales,Business Development,71,84.55,91.57,5,74.49,51,3.4,28,No
171279,Manikya Date,Marketing,Content Strategist,58,91.15,94.09,4.9,80.61,38,3.6,12,No
961997,Yuvraj  Vora,IT,Data Analyst,85,66.55,91.94,4.3,75.11,50,3.5,17,No
391668,Prisha Sen,Sales,Sales Executive,74,83.53,75.87,3.3,88.17,55,3.8,9,No
821807,Himmat Balasubramanian,HR,HR Manager,75,89.91,93.46,4.3,87.59,42,4.6,20,No
660347,Lagan Desai,Marketing,SEO Specialist,67,72.33,76.59,3.8,97.16,41,3.2,5,No
142969,Tanya Sodhi,Sales,Sales Executive,88,65.25,89.95,3.2,92.22,38,3.8,22,No
479925,Sara Lala,Sales,Business Development,65,92.66,82.98,3,76.69,48,3.5,14,No
587669,Ahana  Hari,HR,Employee Relations,57,63.68,83.13,4.1,98.21,40,3,5,No
138012,Jiya Arora,Marketing,Content Strategist,90,77.26,76.82,3.2,74.73,38,3.4,13,No
720596,Piya Salvi,Marketing,SEO Specialist,70,61.58,78.07,4,77.59,36,4,15,No
296089,Shalv Ratti,Sales,Sales Executive,96,83.51,84.51,4.6,77.87,44,3.9,27,No
877306,Azad Ahluwalia,IT,Software Engineer,79,77.16,78.05,4.6,82.32,46,3.9,19,No
251009,Eva Zacharia,IT,Data Analyst,92,92.01,81.12,5,75.14,37,3.5,0,No
785523,Tara Chowdhury,HR,Recruitment Specialist,80,82.44,96.87,5,81.07,43,3.5,9,No
801732,Fateh Dara,IT,Data Analyst,93,85.55,99.28,4.7,95,49,4.5,23,Yes
696500,Anay Deshmukh,Sales,Account Manager,56,70.47,85.25,3.2,98.95,48,4.7,10,No
529153,Nakul Dâ€™Alia,Marketing,SEO Specialist,96,92.37,81.84,4.7,95.31,51,4.3,5,Yes
812887,Bhavin Subramaniam,HR,Employee Relations,85,61.91,90.22,3.6,81.09,52,3.3,30,No
383358,Anahita Chawla,IT,Cybersecurity Specialist,75,68.32,76.3,4.2,70.17,35,4.9,15,No
882546,Oorja Chanda,Sales,Business Development,51,83.35,92.84,3.5,95.3,37,3.1,4,No
977312,Nitara Deep,HR,Recruitment Specialist,85,84.95,91.06,4.4,84.81,54,4.1,6,No
724892,Vihaan Bahri,Finance,Auditor,78,85.46,85.77,4.3,76.44,48,4.3,11,No
530706,Hunar Chaudhuri,Finance,Financial Analyst,64,83.07,95.8,4.5,86.83,50,4.5,11,No
705580,Kartik Sangha,Marketing,Marketing Executive,90,60.64,97.84,4.3,93.21,49,4.5,18,Yes
388918,Stuvan Wadhwa,IT,Software Engineer,82,78.52,81.42,4.4,82.41,42,4.4,8,No
127287,Tara Dhingra,HR,Recruitment Specialist,81,67.58,81.02,4.5,95.47,47,3.3,5,No
927818,Kismat Rout,IT,Cybersecurity Specialist,78,76.68,96.97,3.6,76.55,45,4.3,14,No
430810,Nitara Kapur,IT,Data Analyst,59,88.35,95.22,4.2,81.84,42,4.2,29,No
701419,Aarav Sekhon,Sales,Business Development,85,63.13,97.25,3.5,88.92,44,5,0,No
902856,Tara Arya,IT,Data Analyst,95,61.55,93.97,4.2,74.25,54,3.8,0,No
883123,Alisha Kannan,IT,Software Engineer,67,85.66,99.26,4.5,97.06,54,4.1,21,No
979742,Azad Dara,HR,HR Manager,50,66.83,87.78,3.7,90.66,35,3.2,16,No
149327,Vivaan Kaur,HR,Employee Relations,87,75.83,84.46,4.1,74.6,36,4.5,2,Yes
513418,Renee Chawla,IT,Software Engineer,76,69.43,80.23,3.2,94.4,46,4.3,6,No
526227,Nehmat Srivastava,Marketing,SEO Specialist,77,93.83,95.15,4.8,80.63,48,4.3,20,No
260608,Eva Gade,Marketing,SEO Specialist,70,66.17,91.42,3.4,89.92,52,3.1,7,No
984420,Gokul Vasa,Finance,Accountant,85,71.14,98.22,4.6,97.1,43,4.4,7,No
817183,Vardaniya Dubey,HR,Employee Relations,87,92.07,76.62,3.3,77.34,41,3.2,10,No
507252,Aarush Cherian,Marketing,Content Strategist,80,62.34,92.76,3.1,71.15,39,3.6,29,No
794803,Myra Wadhwa,Finance,Auditor,77,78.68,83.01,3.9,96.85,46,3.3,15,No
491565,Madhav Sawhney,IT,Cybersecurity Specialist,64,82.89,80.91,3.9,85.14,40,3.6,13,No
658033,Bhamini Sankar,Sales,Account Manager,91,78.13,96.67,3.7,91.96,49,4.1,4,Yes
570204,Madhup Bora,Finance,Accountant,61,67.07,98.99,3.1,96.38,51,4,27,No
325961,Ahana  Sunder,Sales,Business Development,60,92.72,81.16,4.1,89.08,54,3.7,17,No
613857,Nakul Bhalla,IT,Data Analyst,93,89.97,86.46,4.4,79.37,49,4.5,21,Yes
654059,Baiju Shukla,HR,Recruitment Specialist,85,93.09,77.09,4.4,71.18,48,4,24,No
809318,Nirvi Ramachandran,Finance,Financial Analyst,95,83.85,75.89,4.5,87,52,4.9,21,Yes
868275,Neelofar Deep,HR,HR Manager,51,86.26,77.84,4.7,97.86,55,4.3,12,No
185293,Kashvi Brar,Finance,Auditor,73,80.63,86.95,3.5,91.43,41,4.8,16,No
453361,Indranil Chaudhuri,Marketing,Marketing Executive,58,61.54,96.52,3.1,71.29,50,3.5,1,No
111448,Kiara Rao,HR,Employee Relations,52,70.23,88.56,3.2,99.91,51,4.5,27,No
769057,Misha Doshi,HR,HR Manager,81,76.97,89.09,4.3,99.74,40,3.8,7,No
432356,Taran Kaur,Marketing,Marketing Executive,58,60.34,83.79,3.9,89.58,47,4.5,26,No
102861,Manjari Uppal,Finance,Auditor,81,71.67,83.62,3.8,74.52,54,4.5,17,No
375081,Zaina Dave,Sales,Account Manager,79,69.75,96.63,3.4,87.56,50,3.4,17,No
